CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,PRICEOPEN,PRICECLOSE,ROI %,INFLATION%,y,VIX PRICE
423.0 2022-03-18,417.42,3/18/2022,4.1,0.35437,0.02534,0.17857,-0.57779,0.0185,0.30597,4380,3.44,423,0.013,5.58,4.99,11.94,139.2785571,0.8,5.0,32.16
424.0 2022-03-18,417.42,3/18/2022,4.1,0.32768,0.02487,0.17384,-0.55408,0.01755,0.30292,3090,3.08,424,0.016,6.58,4.44,11.1,150.0,0.8,5.0,32.16
425.0 2022-03-18,417.42,3/18/2022,4.1,0.3022,0.02423,0.1677,-0.52959,0.01631,0.30071,4939,2.71,425,0.018,7.58,4.07,11.1,172.7272727,0.8,5.0,32.16
426.0 2022-03-18,417.42,3/18/2022,4.1,0.27768,0.02346,0.16098,-0.50219,0.0153,0.29778,2609,2.39,426,0.021,8.58,3.62,9.67,167.1270718,0.8,5.0,32.16
427.0 2022-03-18,417.42,3/18/2022,4.1,0.25317,0.02257,0.15379,-0.47283,0.01365,0.29562,2194,2.1,427,0.023,9.58,3.22,8.69,169.8757764,0.8,5.0,32.16
428.0 2022-03-18,417.42,3/18/2022,4.1,0.22951,0.02156,0.14563,-0.44258,0.01246,0.29314,2130,1.84,428,0.025,10.58,2.95,8.05,172.8813559,0.8,5.0,32.16
429.0 2022-03-18,417.42,3/18/2022,4.1,0.20752,0.02044,0.13785,-0.41311,0.01073,0.29166,2186,1.6,429,0.028,11.58,2.52,7.14,183.3333333,0.8,5.0,32.16
430.0 2022-03-18,417.42,3/18/2022,4.1,0.18646,0.0193,0.12858,-0.38079,0.0097,0.28895,8637,1.38,430,0.03,12.58,2.17,6.67,207.3732719,0.8,5.0,32.16
431.0 2022-03-18,417.42,3/18/2022,4.1,0.1677,0.01815,0.12033,-0.35151,0.00889,0.28784,1463,1.21,431,0.033,13.58,1.9,5.77,203.6842105,0.8,5.0,32.16
432.0 2022-03-18,417.42,3/18/2022,4.1,0.14864,0.01691,0.1113,-0.3212,0.00766,0.28657,1262,1.03,432,0.035,14.58,1.69,5.27,211.8343195,0.8,5.0,32.16
433.0 2022-03-18,417.42,3/18/2022,4.1,0.1329,0.0156,0.10343,-0.29451,0.00768,0.28624,1586,0.9,433,0.037,15.58,1.47,4.54,208.8435374,0.8,5.0,32.16
434.0 2022-03-18,417.42,3/18/2022,4.1,0.1171,0.01441,0.09467,-0.26628,0.00626,0.28492,1476,0.78,434,0.04,16.58,1.32,3.92,196.969697,0.8,5.0,32.16
435.0 2022-03-18,417.42,3/18/2022,4.1,0.10315,0.01321,0.08687,-0.23993,0.00603,0.28448,2839,0.66,435,0.042,17.58,1.09,3.35,207.3394495,0.8,5.0,32.16
418.0 2022-03-18,416.7,3/18/2022,4.08,0.46875,0.02567,0.19039,-0.65871,0.02477,0.32398,2770,5.47,418,0.003,1.3,7.76,16.46,112.1134021,0.8,5.0,32.67
419.0 2022-03-18,416.7,3/18/2022,4.08,0.44267,0.02569,0.18915,-0.64744,0.02352,0.32165,3470,4.96,419,0.006,2.3,7.05,15.33,117.4468085,0.8,5.0,32.67
420.0 2022-03-18,416.7,3/18/2022,4.08,0.41647,0.0257,0.18609,-0.63304,0.02142,0.31811,9153,4.51,420,0.008,3.3,6.41,15.0,134.0093604,0.8,5.0,32.67
421.0 2022-03-18,416.7,3/18/2022,4.08,0.39026,0.02552,0.18382,-0.61607,0.02062,0.31475,4634,4.05,421,0.01,4.3,5.98,13.74,129.7658863,0.8,5.0,32.67
422.0 2022-03-18,416.7,3/18/2022,4.08,0.36334,0.02513,0.17946,-0.59631,0.01937,0.31204,3671,3.7,422,0.013,5.3,5.48,13.11,139.2335766,0.8,5.0,32.67
423.0 2022-03-18,416.7,3/18/2022,4.08,0.33762,0.02471,0.1749,-0.5734,0.0176,0.30924,4668,3.35,423,0.015,6.3,4.99,11.94,139.2785571,0.8,5.0,32.67
424.0 2022-03-18,416.7,3/18/2022,4.08,0.31247,0.02418,0.16956,-0.54902,0.01618,0.30689,3599,2.94,424,0.018,7.3,4.44,11.1,150.0,0.8,5.0,32.67
425.0 2022-03-18,416.7,3/18/2022,4.08,0.28664,0.0234,0.16315,-0.52259,0.01482,0.30427,5781,2.59,425,0.02,8.3,4.07,11.1,172.7272727,0.8,5.0,32.67
426.0 2022-03-18,416.7,3/18/2022,4.08,0.26209,0.02261,0.15584,-0.49245,0.01361,0.30122,3042,2.25,426,0.022,9.3,3.62,9.67,167.1270718,0.8,5.0,32.67
427.0 2022-03-18,416.7,3/18/2022,4.08,0.23896,0.02169,0.14875,-0.46388,0.01237,0.29875,3328,1.99,427,0.025,10.3,3.22,8.69,169.8757764,0.8,5.0,32.67
428.0 2022-03-18,416.7,3/18/2022,4.08,0.21687,0.02071,0.13999,-0.43132,0.01175,0.29644,3010,1.77,428,0.027,11.3,2.95,8.05,172.8813559,0.8,5.0,32.67
429.0 2022-03-18,416.7,3/18/2022,4.08,0.19578,0.0196,0.13263,-0.40176,0.01064,0.29471,2347,1.62,429,0.03,12.3,2.52,7.14,183.3333333,0.8,5.0,32.67
430.0 2022-03-18,416.7,3/18/2022,4.08,0.17524,0.01839,0.12343,-0.37057,0.00961,0.29307,9318,1.31,430,0.032,13.3,2.17,6.67,207.3732719,0.8,5.0,32.67
431.0 2022-03-18,416.7,3/18/2022,4.08,0.1575,0.01724,0.11557,-0.34093,0.00817,0.29214,1547,1.15,431,0.034,14.3,1.9,5.77,203.6842105,0.8,5.0,32.67
432.0 2022-03-18,416.7,3/18/2022,4.08,0.14107,0.01603,0.10739,-0.31285,0.0079,0.29116,1333,0.97,432,0.037,15.3,1.69,5.27,211.8343195,0.8,5.0,32.67
433.0 2022-03-18,416.7,3/18/2022,4.08,0.12508,0.0148,0.09881,-0.28346,0.00654,0.28952,1624,0.91,433,0.039,16.3,1.47,4.54,208.8435374,0.8,5.0,32.67
434.0 2022-03-18,416.7,3/18/2022,4.08,0.11058,0.01367,0.09031,-0.25826,0.00635,0.28975,1526,0.72,434,0.042,17.3,1.32,3.92,196.969697,0.8,5.0,32.67
435.0 2022-03-18,416.7,3/18/2022,4.08,0.09728,0.0125,0.0827,-0.2319,0.00508,0.28827,3043,0.63,435,0.044,18.3,1.09,3.35,207.3394495,0.8,5.0,32.67
418.0 2022-03-18,415.92,3/18/2022,4.06,0.44916,0.02552,0.1889,-0.65813,0.02366,0.32527,3187,5.16,418,0.005,2.08,7.76,16.46,112.1134021,0.8,5.0,32.99
419.0 2022-03-18,415.92,3/18/2022,4.06,0.42275,0.02553,0.18612,-0.64599,0.02223,0.32299,4084,4.69,419,0.007,3.08,7.05,15.33,117.4468085,0.8,5.0,32.99
420.0 2022-03-18,415.92,3/18/2022,4.06,0.39713,0.02533,0.18341,-0.63067,0.02054,0.32042,10236,4.18,420,0.01,4.08,6.41,15.0,134.0093604,0.8,5.0,32.99
421.0 2022-03-18,415.92,3/18/2022,4.06,0.37065,0.02506,0.18,-0.61125,0.01893,0.31704,4944,3.83,421,0.012,5.08,5.98,13.74,129.7658863,0.8,5.0,32.99
422.0 2022-03-18,415.92,3/18/2022,4.06,0.34505,0.02464,0.1752,-0.58859,0.01774,0.3142,4042,3.45,422,0.015,6.08,5.48,13.11,139.2335766,0.8,5.0,32.99
423.0 2022-03-18,415.92,3/18/2022,4.06,0.31971,0.02408,0.17044,-0.56426,0.01665,0.31169,4857,2.99,423,0.017,7.08,4.99,11.94,139.2785571,0.8,5.0,32.99
424.0 2022-03-18,415.92,3/18/2022,4.06,0.29469,0.02342,0.1642,-0.5381,0.01593,0.30939,3800,2.72,424,0.019,8.08,4.44,11.1,150.0,0.8,5.0,32.99
425.0 2022-03-18,415.92,3/18/2022,4.06,0.27036,0.02271,0.15774,-0.5092,0.01381,0.3059,6190,2.37,425,0.022,9.08,4.07,11.1,172.7272727,0.8,5.0,32.99
426.0 2022-03-18,415.92,3/18/2022,4.06,0.24658,0.02181,0.15022,-0.48024,0.01265,0.30335,3218,2.1,426,0.024,10.08,3.62,9.67,167.1270718,0.8,5.0,32.99
427.0 2022-03-18,415.92,3/18/2022,4.06,0.22415,0.02087,0.14242,-0.44931,0.01199,0.30154,4172,1.84,427,0.027,11.08,3.22,8.69,169.8757764,0.8,5.0,32.99
428.0 2022-03-18,415.92,3/18/2022,4.06,0.20319,0.01981,0.13444,-0.41894,0.01108,0.30012,3039,1.63,428,0.029,12.08,2.95,8.05,172.8813559,0.8,5.0,32.99
429.0 2022-03-18,415.92,3/18/2022,4.06,0.18298,0.01868,0.12662,-0.38858,0.00955,0.29862,2381,1.44,429,0.031,13.08,2.52,7.14,183.3333333,0.8,5.0,32.99
430.0 2022-03-18,415.92,3/18/2022,4.06,0.16491,0.01748,0.11812,-0.35869,0.00871,0.29724,9693,1.22,430,0.034,14.08,2.17,6.67,207.3732719,0.8,5.0,32.99
431.0 2022-03-18,415.92,3/18/2022,4.06,0.14707,0.01629,0.10999,-0.32978,0.00811,0.29631,1742,1.07,431,0.036,15.08,1.9,5.77,203.6842105,0.8,5.0,32.99
432.0 2022-03-18,415.92,3/18/2022,4.06,0.13165,0.01513,0.1015,-0.30111,0.00676,0.29553,1370,0.93,432,0.039,16.08,1.69,5.27,211.8343195,0.8,5.0,32.99
433.0 2022-03-18,415.92,3/18/2022,4.06,0.11677,0.01403,0.09353,-0.2754,0.00579,0.29465,1649,0.79,433,0.041,17.08,1.47,4.54,208.8435374,0.8,5.0,32.99
434.0 2022-03-18,415.92,3/18/2022,4.06,0.10314,0.01281,0.0856,-0.24829,0.00552,0.29334,1554,0.69,434,0.043,18.08,1.32,3.92,196.969697,0.8,5.0,32.99
435.0 2022-03-18,415.92,3/18/2022,4.06,0.09081,0.01171,0.07809,-0.22409,0.00487,0.29299,3450,0.6,435,0.046,19.08,1.09,3.35,207.3394495,0.8,5.0,32.99
418.0 2022-03-18,417.11,3/18/2022,4.04,0.47942,0.02579,0.19033,-0.66498,0.02423,0.32497,3857,5.63,418,0.002,0.89,7.76,16.46,112.1134021,0.8,5.0,32.7
419.0 2022-03-18,417.11,3/18/2022,4.04,0.45305,0.0258,0.18864,-0.65512,0.02322,0.32157,4520,5.15,419,0.005,1.89,7.05,15.33,117.4468085,0.8,5.0,32.7
420.0 2022-03-18,417.11,3/18/2022,4.04,0.42671,0.02588,0.18695,-0.64123,0.02188,0.31816,11449,4.64,420,0.007,2.89,6.41,15.0,134.0093604,0.8,5.0,32.7
421.0 2022-03-18,417.11,3/18/2022,4.04,0.40085,0.02565,0.18436,-0.6267,0.02089,0.31546,5086,4.06,421,0.009,3.89,5.98,13.74,129.7658863,0.8,5.0,32.7
422.0 2022-03-18,417.11,3/18/2022,4.04,0.37363,0.02541,0.18046,-0.60744,0.01999,0.31275,4256,3.74,422,0.012,4.89,5.48,13.11,139.2335766,0.8,5.0,32.7
423.0 2022-03-18,417.11,3/18/2022,4.04,0.34829,0.02504,0.17626,-0.58653,0.01812,0.31001,5123,3.35,423,0.014,5.89,4.99,11.94,139.2785571,0.8,5.0,32.7
424.0 2022-03-18,417.11,3/18/2022,4.04,0.32118,0.02455,0.17089,-0.55975,0.01646,0.30666,4173,2.91,424,0.017,6.89,4.44,11.1,150.0,0.8,5.0,32.7
425.0 2022-03-18,417.11,3/18/2022,4.04,0.2964,0.0238,0.16489,-0.53385,0.01574,0.30386,6664,2.64,425,0.019,7.89,4.07,11.1,172.7272727,0.8,5.0,32.7
426.0 2022-03-18,417.11,3/18/2022,4.04,0.27152,0.02304,0.15854,-0.50678,0.01406,0.30172,3343,2.26,426,0.021,8.89,3.62,9.67,167.1270718,0.8,5.0,32.7
427.0 2022-03-18,417.11,3/18/2022,4.04,0.24762,0.02215,0.15137,-0.47679,0.01326,0.29912,4240,2.06,427,0.024,9.89,3.22,8.69,169.8757764,0.8,5.0,32.7
428.0 2022-03-18,417.11,3/18/2022,4.04,0.22546,0.0212,0.14331,-0.44636,0.01153,0.29752,3172,1.83,428,0.026,10.89,2.95,8.05,172.8813559,0.8,5.0,32.7
429.0 2022-03-18,417.11,3/18/2022,4.04,0.20336,0.02007,0.1351,-0.41589,0.01111,0.2958,2492,1.55,429,0.029,11.89,2.52,7.14,183.3333333,0.8,5.0,32.7
430.0 2022-03-18,417.11,3/18/2022,4.04,0.18267,0.01892,0.12652,-0.38484,0.00988,0.29413,10686,1.38,430,0.031,12.89,2.17,6.67,207.3732719,0.8,5.0,32.7
431.0 2022-03-18,417.11,3/18/2022,4.04,0.16455,0.01778,0.11777,-0.35434,0.00855,0.29255,1836,1.2,431,0.033,13.89,1.9,5.77,203.6842105,0.8,5.0,32.7
432.0 2022-03-18,417.11,3/18/2022,4.04,0.14716,0.01655,0.10984,-0.32562,0.00811,0.29116,1714,1.04,432,0.036,14.89,1.69,5.27,211.8343195,0.8,5.0,32.7
433.0 2022-03-18,417.11,3/18/2022,4.04,0.13071,0.01534,0.10098,-0.29618,0.00678,0.29056,1791,0.88,433,0.038,15.89,1.47,4.54,208.8435374,0.8,5.0,32.7
434.0 2022-03-18,417.11,3/18/2022,4.04,0.1166,0.01415,0.09307,-0.27026,0.00609,0.29014,1589,0.77,434,0.04,16.89,1.32,3.92,196.969697,0.8,5.0,32.7
435.0 2022-03-18,417.11,3/18/2022,4.04,0.10286,0.01292,0.08519,-0.24447,0.00522,0.29006,3675,0.66,435,0.043,17.89,1.09,3.35,207.3394495,0.8,5.0,32.7
418.0 2022-03-18,417.17,3/18/2022,4.02,0.48097,0.02606,0.18928,-0.66029,0.02419,0.32197,5185,5.71,418,0.002,0.83,7.76,16.46,112.1134021,0.8,5.0,32.4
419.0 2022-03-18,417.17,3/18/2022,4.02,0.4547,0.02614,0.18856,-0.6504,0.02363,0.31909,4999,5.1,419,0.004,1.83,7.05,15.33,117.4468085,0.8,5.0,32.4
420.0 2022-03-18,417.17,3/18/2022,4.02,0.42717,0.02618,0.18646,-0.63692,0.02169,0.31546,12860,4.68,420,0.007,2.83,6.41,15.0,134.0093604,0.8,5.0,32.4
421.0 2022-03-18,417.17,3/18/2022,4.02,0.40053,0.02609,0.18391,-0.6208,0.02031,0.31193,5412,4.21,421,0.009,3.83,5.98,13.74,129.7658863,0.8,5.0,32.4
422.0 2022-03-18,417.17,3/18/2022,4.02,0.37351,0.02577,0.18044,-0.60149,0.01976,0.30907,4356,3.71,422,0.012,4.83,5.48,13.11,139.2335766,0.8,5.0,32.4
423.0 2022-03-18,417.17,3/18/2022,4.02,0.3469,0.02534,0.17559,-0.57909,0.01811,0.30575,5403,3.39,423,0.014,5.83,4.99,11.94,139.2785571,0.8,5.0,32.4
424.0 2022-03-18,417.17,3/18/2022,4.02,0.32061,0.02482,0.16977,-0.55398,0.01708,0.30352,4308,2.96,424,0.016,6.83,4.44,11.1,150.0,0.8,5.0,32.4
425.0 2022-03-18,417.17,3/18/2022,4.02,0.29476,0.02421,0.16387,-0.5271,0.01534,0.30079,7107,2.64,425,0.019,7.83,4.07,11.1,172.7272727,0.8,5.0,32.4
426.0 2022-03-18,417.17,3/18/2022,4.02,0.26962,0.0233,0.15724,-0.49824,0.01436,0.29805,3522,2.33,426,0.021,8.83,3.62,9.67,167.1270718,0.8,5.0,32.4
427.0 2022-03-18,417.17,3/18/2022,4.02,0.24548,0.0224,0.14998,-0.46852,0.01302,0.29544,4274,2.01,427,0.024,9.83,3.22,8.69,169.8757764,0.8,5.0,32.4
428.0 2022-03-18,417.17,3/18/2022,4.02,0.2223,0.0214,0.14182,-0.43751,0.01185,0.29291,3204,1.79,428,0.026,10.83,2.95,8.05,172.8813559,0.8,5.0,32.4
429.0 2022-03-18,417.17,3/18/2022,4.02,0.20037,0.02025,0.13352,-0.4065,0.01035,0.29137,2539,1.67,429,0.028,11.83,2.52,7.14,183.3333333,0.8,5.0,32.4
430.0 2022-03-18,417.17,3/18/2022,4.02,0.18004,0.01904,0.12506,-0.37507,0.00999,0.28943,11579,1.36,430,0.031,12.83,2.17,6.67,207.3732719,0.8,5.0,32.4
431.0 2022-03-18,417.17,3/18/2022,4.02,0.16072,0.01784,0.11668,-0.34485,0.00841,0.2881,2423,1.16,431,0.033,13.83,1.9,5.77,203.6842105,0.8,5.0,32.4
432.0 2022-03-18,417.17,3/18/2022,4.02,0.14292,0.01654,0.10755,-0.31486,0.00796,0.28664,1830,0.97,432,0.036,14.83,1.69,5.27,211.8343195,0.8,5.0,32.4
433.0 2022-03-18,417.17,3/18/2022,4.02,0.12719,0.01528,0.09904,-0.28825,0.00631,0.28667,1815,0.88,433,0.038,15.83,1.47,4.54,208.8435374,0.8,5.0,32.4
434.0 2022-03-18,417.17,3/18/2022,4.02,0.11316,0.01404,0.09123,-0.26061,0.00634,0.28626,1626,0.72,434,0.04,16.83,1.32,3.92,196.969697,0.8,5.0,32.4
435.0 2022-03-18,417.17,3/18/2022,4.02,0.09864,0.01287,0.08299,-0.23413,0.00577,0.28459,4004,0.63,435,0.043,17.83,1.09,3.35,207.3394495,0.8,5.0,32.4
418.0 2022-03-18,416.98,3/18/2022,4.0,0.47504,0.02652,0.18872,-0.64979,0.02372,0.31618,5926,5.48,418,0.002,1.02,7.76,16.46,112.1134021,0.8,5.0,32.3
419.0 2022-03-18,416.98,3/18/2022,4.0,0.44798,0.02663,0.18804,-0.63953,0.02256,0.31337,5480,4.92,419,0.005,2.02,7.05,15.33,117.4468085,0.8,5.0,32.3
420.0 2022-03-18,416.98,3/18/2022,4.0,0.42064,0.02662,0.18581,-0.62557,0.02156,0.31083,13939,4.44,420,0.007,3.02,6.41,15.0,134.0093604,0.8,5.0,32.3
421.0 2022-03-18,416.98,3/18/2022,4.0,0.3938,0.02639,0.18214,-0.61036,0.02034,0.30844,5614,4.01,421,0.01,4.02,5.98,13.74,129.7658863,0.8,5.0,32.3
422.0 2022-03-18,416.98,3/18/2022,4.0,0.36653,0.026,0.17879,-0.59033,0.01911,0.30461,4481,3.56,422,0.012,5.02,5.48,13.11,139.2335766,0.8,5.0,32.3
423.0 2022-03-18,416.98,3/18/2022,4.0,0.33931,0.02555,0.17398,-0.56783,0.01733,0.30203,5866,3.16,423,0.014,6.02,4.99,11.94,139.2785571,0.8,5.0,32.3
424.0 2022-03-18,416.98,3/18/2022,4.0,0.31331,0.02493,0.1682,-0.54272,0.01632,0.29976,5624,2.83,424,0.017,7.02,4.44,11.1,150.0,0.8,5.0,32.3
425.0 2022-03-18,416.98,3/18/2022,4.0,0.28707,0.02417,0.1619,-0.51599,0.01458,0.29765,8445,2.52,425,0.019,8.02,4.07,11.1,172.7272727,0.8,5.0,32.3
426.0 2022-03-18,416.98,3/18/2022,4.0,0.26197,0.02334,0.15459,-0.48602,0.01385,0.29473,4194,2.18,426,0.022,9.02,3.62,9.67,167.1270718,0.8,5.0,32.3
427.0 2022-03-18,416.98,3/18/2022,4.0,0.23853,0.02237,0.14725,-0.45653,0.01224,0.2927,4433,1.92,427,0.024,10.02,3.22,8.69,169.8757764,0.8,5.0,32.3
428.0 2022-03-18,416.98,3/18/2022,4.0,0.21553,0.02125,0.13894,-0.42512,0.01086,0.29002,3422,1.66,428,0.026,11.02,2.95,8.05,172.8813559,0.8,5.0,32.3
429.0 2022-03-18,416.98,3/18/2022,4.0,0.19334,0.02011,0.1298,-0.3922,0.01037,0.28766,2641,1.46,429,0.029,12.02,2.52,7.14,183.3333333,0.8,5.0,32.3
430.0 2022-03-18,416.98,3/18/2022,4.0,0.17321,0.01884,0.12137,-0.36058,0.00919,0.28638,12591,1.23,430,0.031,13.02,2.17,6.67,207.3732719,0.8,5.0,32.3
431.0 2022-03-18,416.98,3/18/2022,4.0,0.1541,0.01755,0.11264,-0.32984,0.00843,0.28496,2486,1.07,431,0.034,14.02,1.9,5.77,203.6842105,0.8,5.0,32.3
432.0 2022-03-18,416.98,3/18/2022,4.0,0.13669,0.01624,0.10367,-0.30141,0.00732,0.28407,2047,0.93,432,0.036,15.02,1.69,5.27,211.8343195,0.8,5.0,32.3
433.0 2022-03-18,416.98,3/18/2022,4.0,0.11984,0.01495,0.09534,-0.27095,0.00674,0.28164,1882,0.8,433,0.038,16.02,1.47,4.54,208.8435374,0.8,5.0,32.3
434.0 2022-03-18,416.98,3/18/2022,4.0,0.10592,0.01374,0.08758,-0.24532,0.00522,0.28133,1667,0.67,434,0.041,17.02,1.32,3.92,196.969697,0.8,5.0,32.3
435.0 2022-03-18,416.98,3/18/2022,4.0,0.09318,0.01253,0.07953,-0.22107,0.00516,0.28148,4369,0.57,435,0.043,18.02,1.09,3.35,207.3394495,0.8,5.0,32.3
418.0 2022-03-18,419.95,3/18/2022,3.27,0.50937,0.02517,0.17058,-0.64504,0.01744,0.40154,4,6.82,418,0.005,-1.95,7.76,16.46,112.1134021,0.8,5.0,32.12
419.0 2022-03-18,419.95,3/18/2022,3.27,0.48422,0.02528,0.17048,-0.64263,0.01666,0.39583,1,6.05,419,0.002,-0.95,7.05,15.33,117.4468085,0.8,5.0,32.12
420.0 2022-03-18,419.95,3/18/2022,3.27,0.45785,0.02506,0.16977,-0.64371,0.01656,0.39326,13,5.64,420,0.0,0.05,6.41,15.0,134.0093604,0.8,5.0,32.12
421.0 2022-03-18,419.95,3/18/2022,3.27,0.43192,0.02517,0.16914,-0.62822,0.01589,0.38478,12,5.09,421,0.003,1.05,5.98,13.74,129.7658863,0.8,5.0,32.12
422.0 2022-03-18,419.95,3/18/2022,3.27,0.40539,0.02501,0.16699,-0.61668,0.01485,0.37932,5,4.61,422,0.005,2.05,5.48,13.11,139.2335766,0.8,5.0,32.12
423.0 2022-03-18,419.95,3/18/2022,3.27,0.37959,0.02473,0.16434,-0.60288,0.01367,0.37449,13,4.16,423,0.007,3.05,4.99,11.94,139.2785571,0.8,5.0,32.12
424.0 2022-03-18,419.95,3/18/2022,3.27,0.35285,0.02432,0.16034,-0.58288,0.01354,0.36883,0,3.12,424,0.01,4.05,4.44,11.1,150.0,0.8,5.0,32.12
425.0 2022-03-18,419.95,3/18/2022,3.27,0.32731,0.02381,0.1562,-0.56283,0.01268,0.36379,18,3.29,425,0.012,5.05,4.07,11.1,172.7272727,0.8,5.0,32.12
426.0 2022-03-18,419.95,3/18/2022,3.27,0.30095,0.02323,0.15088,-0.53732,0.01201,0.35871,3,2.93,426,0.014,6.05,3.62,9.67,167.1270718,0.8,5.0,32.12
427.0 2022-03-18,419.95,3/18/2022,3.27,0.2764,0.02241,0.14524,-0.512,0.01111,0.3541,5,2.6,427,0.017,7.05,3.22,8.69,169.8757764,0.8,5.0,32.12
428.0 2022-03-18,419.95,3/18/2022,3.27,0.25298,0.0215,0.13915,-0.48689,0.01005,0.35033,3,2.21,428,0.019,8.05,2.95,8.05,172.8813559,0.8,5.0,32.12
429.0 2022-03-18,419.95,3/18/2022,3.27,0.22867,0.02065,0.13099,-0.45394,0.00958,0.3453,3,1.88,429,0.022,9.05,2.52,7.14,183.3333333,0.8,5.0,32.12
430.0 2022-03-18,419.95,3/18/2022,3.27,0.20531,0.01962,0.12393,-0.42247,0.00797,0.34028,8,1.7,430,0.024,10.05,2.17,6.67,207.3732719,0.8,5.0,32.12
431.0 2022-03-18,419.95,3/18/2022,3.27,0.18401,0.01842,0.11584,-0.3917,0.00759,0.33767,82,1.41,431,0.026,11.05,1.9,5.77,203.6842105,0.8,5.0,32.12
432.0 2022-03-18,419.95,3/18/2022,3.27,0.16514,0.01728,0.10854,-0.36177,0.00703,0.33481,0,1.03,432,0.029,12.05,1.69,5.27,211.8343195,0.8,5.0,32.12
433.0 2022-03-18,419.95,3/18/2022,3.27,0.14691,0.01612,0.10045,-0.33058,0.00594,0.33142,1,1.08,433,0.031,13.05,1.47,4.54,208.8435374,0.8,5.0,32.12
434.0 2022-03-18,419.95,3/18/2022,3.27,0.12904,0.0149,0.09175,-0.29816,0.00531,0.32799,0,0.75,434,0.033,14.05,1.32,3.92,196.969697,0.8,5.0,32.12
435.0 2022-03-18,419.95,3/18/2022,3.27,0.11299,0.01361,0.08367,-0.26852,0.00482,0.32477,15,0.76,435,0.036,15.05,1.09,3.35,207.3394495,0.8,5.0,32.12
418.0 2022-03-18,420.29,3/18/2022,3.25,0.51821,0.0254,0.16941,-0.64017,0.0175,0.4008,334,6.92,418,0.005,-2.29,7.76,16.46,112.1134021,0.8,5.0,31.79
419.0 2022-03-18,420.29,3/18/2022,3.25,0.49342,0.02555,0.16976,-0.63897,0.01694,0.39462,359,6.34,419,0.003,-1.29,7.05,15.33,117.4468085,0.8,5.0,31.79
420.0 2022-03-18,420.29,3/18/2022,3.25,0.46697,0.02554,0.17,-0.63614,0.01643,0.38998,1401,5.77,420,0.001,-0.29,6.41,15.0,134.0093604,0.8,5.0,31.79
421.0 2022-03-18,420.29,3/18/2022,3.25,0.44055,0.0255,0.16917,-0.62796,0.01549,0.38375,635,5.25,421,0.002,0.71,5.98,13.74,129.7658863,0.8,5.0,31.79
422.0 2022-03-18,420.29,3/18/2022,3.25,0.41442,0.02546,0.16755,-0.61351,0.0149,0.37625,299,4.73,422,0.004,1.71,5.48,13.11,139.2335766,0.8,5.0,31.79
423.0 2022-03-18,420.29,3/18/2022,3.25,0.38748,0.02511,0.16512,-0.60252,0.0146,0.37184,341,4.25,423,0.006,2.71,4.99,11.94,139.2785571,0.8,5.0,31.79
424.0 2022-03-18,420.29,3/18/2022,3.25,0.36096,0.02473,0.16131,-0.58461,0.01303,0.36685,496,3.8,424,0.009,3.71,4.44,11.1,150.0,0.8,5.0,31.79
425.0 2022-03-18,420.29,3/18/2022,3.25,0.33419,0.0243,0.15673,-0.56266,0.013,0.36044,1192,3.34,425,0.011,4.71,4.07,11.1,172.7272727,0.8,5.0,31.79
426.0 2022-03-18,420.29,3/18/2022,3.25,0.30811,0.0237,0.15158,-0.53997,0.01207,0.35621,75,3.0,426,0.014,5.71,3.62,9.67,167.1270718,0.8,5.0,31.79
427.0 2022-03-18,420.29,3/18/2022,3.25,0.28238,0.0229,0.14607,-0.51471,0.01068,0.35126,93,2.64,427,0.016,6.71,3.22,8.69,169.8757764,0.8,5.0,31.79
428.0 2022-03-18,420.29,3/18/2022,3.25,0.25737,0.02206,0.13942,-0.48542,0.01027,0.34612,659,2.28,428,0.018,7.71,2.95,8.05,172.8813559,0.8,5.0,31.79
429.0 2022-03-18,420.29,3/18/2022,3.25,0.23277,0.02114,0.13285,-0.45577,0.00893,0.3415,96,2.0,429,0.021,8.71,2.52,7.14,183.3333333,0.8,5.0,31.79
430.0 2022-03-18,420.29,3/18/2022,3.25,0.20984,0.02007,0.12473,-0.42346,0.00824,0.33758,586,1.69,430,0.023,9.71,2.17,6.67,207.3732719,0.8,5.0,31.79
431.0 2022-03-18,420.29,3/18/2022,3.25,0.18782,0.01897,0.11709,-0.39257,0.00766,0.33395,450,1.48,431,0.025,10.71,1.9,5.77,203.6842105,0.8,5.0,31.79
432.0 2022-03-18,420.29,3/18/2022,3.25,0.16749,0.01778,0.10932,-0.35953,0.0072,0.32997,233,1.28,432,0.028,11.71,1.69,5.27,211.8343195,0.8,5.0,31.79
433.0 2022-03-18,420.29,3/18/2022,3.25,0.14743,0.01644,0.10006,-0.32722,0.00573,0.32545,302,1.07,433,0.03,12.71,1.47,4.54,208.8435374,0.8,5.0,31.79
434.0 2022-03-18,420.29,3/18/2022,3.25,0.13033,0.01516,0.09194,-0.29599,0.00562,0.32282,154,0.92,434,0.033,13.71,1.32,3.92,196.969697,0.8,5.0,31.79
435.0 2022-03-18,420.29,3/18/2022,3.25,0.11299,0.01391,0.08366,-0.26552,0.00441,0.31971,769,0.76,435,0.035,14.71,1.09,3.35,207.3394495,0.8,5.0,31.79
